Unnamed: 0,tconst,title,movie_budget,movie_homepage,movie_api_id,movie_origin_country,movie_original_language,movie_original_title,movie_overview,movie_popularity,movie_poster_path_1,movie_release_date,movie_revenue,movie_tagline,movie_vote_average_tmdb,movie_vote_count_tmdb,movie_startYear,movie_runtimeMinutes,movie_genres_y,movie_averageRating_tmdb,movie_numVotes,collection_movie_id,collection_movie_name,genre_id_1,genres_x_1,genre_id_2,genres_x_2,genre_id_3,genres_x_3,genre_id_4,genres_x_4,genre_id_5,genres_x_5,production_logo_path_1,production_companies_name_1,production_companies_1_origin_country,production_1_iso,production_1_countries_code,production_1_countries_name,id_x,key,youtube_url,id_y,keywords,movie_overview_fr,movie_tagline_fr,movie_poster_path_fr,movie_poster_url_fr,trailer_url_fr
247,tt0120338,Titanic,200000000,https://www.paramountmovies.com/movies/titanic,597,US,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","26,8435",https://image.tmdb.org/t/p/w600_and_h900_face/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,"1997-11-18 00:00:00,000",2264162353,Nothing on earth could come between them.,"7,9",26488,1997,194,"Drama,Romance","7,9",1362789,,,18, Drama,10749.0, Romance,,,,,,, /jay6WcMgagAklUt7i9Euwj1pzTF.png, Paramount Pictures, US,iso_3166_1, US, United States of America,597,-9iHB2EU6G8,https://www.youtube.com/watch?v=-9iHB2EU6G8,597,"[{'id': 3799, 'name': 'ship'}, {'id': 815, 'name': 'soulmates'}, {'id': 4210, 'name': 'panic'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 1913, 'name': 'atlantic ocean'}, {'id': 2227, 'name': 'evacuation'}, {'id': 2984, 'name': 'iceberg'}, {'id': 4388, 'name': 'titanic'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 4953, 'name': 'ocean liner'}, {'id': 9672, 'name': 'based on true story'}, {'id': 7579, 'name': 'rich woman poor man'}, {'id': 9840, 'name': 'romance'}, {'id': 9673, 'name': 'love'}, {'id': 10614, 'name': 'tragedy'}, {'id': 10703, 'name': 'tragic love'}, {'id': 12995, 'name': 'historical fiction'}, {'id': 14514, 'name': 'class differences'}, {'id': 14720, 'name': 'love affair'}, {'id': 34079, 'name': 'death'}, {'id': 159289, 'name': 'historical event'}, {'id': 163000, 'name': 'lifeboat'}, {'id': 165086, 'name': 'star crossed lovers'}, {'id': 180100, 'name': 'sinking ship'}, {'id': 182625, 'name': 'rich snob'}, {'id': 186956, 'name': 'tragic romance'}, {'id': 189411, 'name': 'disaster movie'}, {'id': 210184, 'name': '1910s'}]","Southampton, 10 avril 1912. Le paquebot le plus grand et le plus moderne du monde, réputé pour son insubmersibilité, le « Titanic », appareille pour son premier voyage. Quatre jours plus tard, il heurte un iceberg. À son bord, un artiste pauvre et une grande bourgeoise tombent amoureux.",Rien sur cette terre ne saurait les séparer.,/vpsvHLkoeKUjceIMeNSqCp3xEyY.jpg,https://image.tmdb.org/t/p/w500/vpsvHLkoeKUjceIMeNSqCp3xEyY.jpg,https://www.youtube.com/watch?v=Quf4qIkD3KY
248,tt0120363,Toy Story 2,90000000,http://toystory.disney.com/toy-story-2,863,US,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","12,0839",https://image.tmdb.org/t/p/w600_and_h900_face/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg,"1999-10-30 00:00:00,000",497375381,The toys are back!,"7,6",14473,1999,92,"Adventure,Animation,Comedy","7,9",656540,10194.0, Toy Story Collection,16, Animation,35.0, Comedy,10751.0, Family,,,,, /1TjvGVDMYsj6JBxOAkUHpPEwLf7.png, Pixar, US,iso_3166_1, US, United States of America,863,xNWSGRD5CzU,https://www.youtube.com/watch?v=xNWSGRD5CzU,863,"[{'id': 6054, 'name': 'friendship'}, {'id': 3800, 'name': 'airplane'}, {'id': 2598, 'name': 'museum'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3394, 'name': 'identity crisis'}, {'id': 3289, 'name': 'villain'}, {'id': 4294, 'name': 'flea market'}, {'id': 4295, 'name': 'collector'}, {'id': 9663, 'name': 'sequel'}, {'id': 15214, 'name': 'buddy'}, {'id': 18031, 'name': 'rescue team'}, {'id': 162726, 'name': 'prospector'}, {'id': 175343, 'name': 'garage sale'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187065, 'name': 'toy comes to life'}, {'id': 209386, 'name': 'personification'}, {'id': 209387, 'name': 'inanimate objects come to life'}, {'id': 325784, 'name': 'comforting'}]","Andy part en colonie de vacances et laisse ses jouets à la maison. Les choses se gâtent quand le collectionneur Al McWhiggin kidnappe Woody. Dans l’appartement d’Al, Woody découvre qu’il est un objet de collection d’une émission des années 50, il rencontre d’autres jouets : Jessie, Pile-Poil, Papi Pépite. Buzz et les autres vont tenter de sauver Woody, avant qu’il ne devienne une pièce de musée.",Woody et Buzz sont de retour !,/144DDQdfZxAK5xyPTETmygzGGuH.jpg,https://image.tmdb.org/t/p/w500/144DDQdfZxAK5xyPTETmygzGGuH.jpg,https://www.youtube.com/watch?v=2FlAUxq1MUU
249,tt0120382,The Truman Show,60000000,,37165,US,en,The Truman Show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,"13,8136",https://image.tmdb.org/t/p/w600_and_h900_face/vuza0WqY239yBXOadKlGwJsZJFE.jpg,"1998-06-04 00:00:00,000",264118712,On the air. Unaware.,"8,1",19488,1998,103,"Comedy,Drama","8,2",1327300,,,35, Comedy,18.0, Drama,,,,,,, /jay6WcMgagAklUt7i9Euwj1pzTF.png, Paramount Pictures, US,iso_3166_1, US, United States of America,37165,gPPN8OPYMsQ,https://www.youtube.com/watch?v=gPPN8OPYMsQ,37165,"[{'id': 10685, 'name': 'escape'}, {'id': 2340, 'name': 'paranoia'}, {'id': 4565, 'name': 'dystopia'}, {'id': 3301, 'name': 'suspicion'}, {'id': 5824, 'name': 'video surveillance'}, {'id': 9758, 'name': 'deception'}, {'id': 3979, 'name': 'hidden camera'}, {'id': 3972, 'name': 'simulated reality '}, {'id': 10582, 'name': 'television producer'}, {'id': 18298, 'name': 'tv show in film'}, {'id': 207063, 'name': 'make believe'}, {'id': 212737, 'name': 'philosophical'}, {'id': 257714, 'name': 'actor'}, {'id': 277478, 'name': 'tv show'}, {'id': 333813, 'name': 'allegory of the cave'}]","Il est la vedette d’un show télévisé - mais il ne le sait pas. Jim Carrey a conquis à la fois les critiques et le public pour sa prestation inoubliable dans ce chef-d'œuvre de Peter Weir. Il interprète Truman Burbank, un homme dont la vie entière est un show télévisé - Ses moindres faits et gestes sont filmés à son insu par un créateur/réalisateur/producteur avant-gardiste : la ville entière est un immense studio de cinéma ; ses voisins, ses collègues, ses amis et même sa femme sont des acteurs professionnels d’Hollywood. Un jour pourtant, Truman se doute de quelque chose. Sa réaction face à cette découverte vous fera rire, pleurer et vous émerveillera comme aucun film ne l’a jamais fait.","Et vous, qui vous regarde ?",/7p5MzMb4h0Y2WUn73r4MHKNeh3X.jpg,https://image.tmdb.org/t/p/w500/7p5MzMb4h0Y2WUn73r4MHKNeh3X.jpg,https://www.youtube.com/watch?v=wbCctgKSPDg
250,tt0120586,American History X,20000000,,73,US,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","7,2955",https://image.tmdb.org/t/p/w600_and_h900_face/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,"1998-07-01 00:00:00,000",23900000,Some Legacies Must End.,"8,3",12174,1998,119,"Crime,Drama","8,5",1250827,,,18, Drama,,,,,,,,, /2ycs64eqV5rqKYHyQK0GVoKGvfX.png, New Line Cinema, US,iso_3166_1, US, United States of America,73,5OuhJ0koab8,https://www.youtube.com/watch?v=5OuhJ0koab8,73,"[{'id': 378, 'name': 'prison'}, {'id': 376, 'name': 'neo-nazism'}, {'id': 570, 'name': 'rape'}, {'id': 379, 'name': 'skinhead'}, {'id': 380, 'name': 'sibling relationship'}, {'id': 11105, 'name': 'swastika'}, {'id': 2652, 'name': 'nazi'}, {'id': 5301, 'name': 'brother'}, {'id': 1755, 'name': 'fascism'}, {'id': 10614, 'name': 'tragedy'}, {'id': 9890, 'name': 'jail'}, {'id': 10873, 'name': 'school'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 18035, 'name': 'family'}, {'id': 160910, 'name': 'xenophobia'}, {'id': 165583, 'name': 'interracial friendship'}, {'id': 191726, 'name': 'nazism'}, {'id': 312898, 'name': 'violence'}, {'id': 321464, 'name': 'intense'}, {'id': 323114, 'name': 'crime'}, {'id': 325842, 'name': 'powerful'}]","Derek, voulant venger la mort de son père, abattu par un dealer noir, a épousé les thèses racistes d’un groupuscule de militants d’extrême droite et s’est mis au service de son leader, brutal théoricien prônant la suprématie de la race blanche. Ces théories le mèneront à commettre un double meurtre entrainant son jeune frère, Danny, dans la spirale de la haine.","Deux frères unis par la haine, déchirés par la vérité.",/r50wDuYKYA4iAO36X0kTivUHhFz.jpg,https://image.tmdb.org/t/p/w500/r50wDuYKYA4iAO36X0kTivUHhFz.jpg,https://www.youtube.com/watch?v=GlOT1vpy9oM
251,tt0120611,Blade,45000000,https://www.warnerbros.com/movies/blade,36647,US,en,Blade,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.","7,6189",https://image.tmdb.org/t/p/w600_and_h900_face/hx0sdduAsr4rq03RZKZzglR25z7.jpg,"1998-08-21 00:00:00,000",131183530,"Against an army of Immortals, one warrior must draw first blood.","6,8",6434,1998,120,"Action,Horror,Sci-Fi","7,1",324265,735.0, Blade Collection,27, Horror,28.0, Action,,,,,,, /2ycs64eqV5rqKYHyQK0GVoKGvfX.png, New Line Cinema, US,iso_3166_1, US, United States of America,36647,EwG5MSjhee4,https://www.youtube.com/watch?v=EwG5MSjhee4,36647,"[{'id': 779, 'name': 'martial arts'}, {'id': 1701, 'name': 'hero'}, {'id': 3133, 'name': 'vampire'}, {'id': 9715, 'name': 'superhero'}, {'id': 6152, 'name': 'supernatural'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9823, 'name': 'rivalry'}, {'id': 9259, 'name': 'vampire hunter (slayer)'}, {'id': 9725, 'name': 'sword fight'}, {'id': 9748, 'name': 'revenge'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 13116, 'name': 'one man army'}, {'id': 14731, 'name': 'martial arts master'}, {'id': 14760, 'name': 'scientist'}, {'id': 33637, 'name': 'super power'}, {'id': 40884, 'name': 'blade'}, {'id': 175036, 'name': 'secret headquarters'}, {'id': 187710, 'name': 'escapade'}, {'id': 202703, 'name': 'deadly'}, {'id': 206695, 'name': 'master warrior'}, {'id': 232469, 'name': 'urban gothic'}, {'id': 269233, 'name': 'good versus evil'}]","Mi-homme mi-vampire, possédant toutes les qualités des goules et aucune de leur faiblesse, capable de vivre en plein jour, Blade traque sans pitié les suceurs de sang. Aidé de Whistler, son mentor et armurier, il est le cauchemar de la Nation Secrète des Vampires, dont les membres infiltrent toutes les couches de la société. L'un d'eux, Deacon Frost, avide de pouvoir, souhaite asservir le monde et la race humaine en invoquant le Dieu du sang. Un seul homme peut se mettre en travers de son chemin : Blade...",Moitié Humain. Moitié Vampire. Entièrement Héros.,/1E1y8stLqgLEdvT3bEQscL1kiFf.jpg,https://image.tmdb.org/t/p/w500/1E1y8stLqgLEdvT3bEQscL1kiFf.jpg,https://www.youtube.com/watch?v=EwG5MSjhee4
252,tt0120616,La Momie,80000000,http://www.mummyvideo.com/,564,US,en,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,"22,2765",https://image.tmdb.org/t/p/w600_and_h900_face/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,"1999-04-16 00:00:00,000",415885488,The sands will rise. The heavens will part. The power will be unleashed.,7,9599,1999,124,"Action,Adventure,Fantasy","7,1",491095,1733.0, The Mummy Collection,12, Adventure,28.0, Action,14.0, Fantasy,,,,, /7ZymELJwuWR4k5p0oeZ3d3WAhO3.png, Alphaville Films, US,iso_3166_1, US, United States of America,564,y5x3h18Cr_U,https://www.youtube.com/watch?v=y5x3h18Cr_U,564,"[{'id': 1160, 'name': 'egypt'}, {'id': 487, 'name': 'cairo'}, {'id': 295, 'name': 'library'}, {'id': 352, 'name': 'secret passage'}, {'id': 1499, 'name': 'pastor'}, {'id': 1949, 'name': 'pyramid'}, {'id': 1965, 'name': 'sandstorm'}, {'id': 2642, 'name': 'solar eclipse'}, {'id': 2904, 'name': 'mummy'}, {'id': 2905, 'name': 'foreign legion'}, {'id': 2906, 'name': 'nile'}, {'id': 2908, 'name': 'secret society'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 9714, 'name': 'remake'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 156081, 'name': 'tomb'}, {'id': 157458, 'name': 'book of the dead'}, {'id': 157894, 'name': 'ancient egypt'}, {'id': 165301, 'name': 'opposites attract'}, {'id': 207876, 'name': '1920s'}, {'id': 222993, 'name': 'pharoah'}, {'id': 259376, 'name': 'playful'}, {'id': 269233, 'name': 'good versus evil'}, {'id': 314730, 'name': 'suspenseful'}, {'id': 319397, 'name': 'witty'}, {'id': 325811, 'name': 'excited'}, {'id': 325812, 'name': 'exhilarated'}]","1719 avant J.-C. Pour avoir osé ravir sa fiancée au Pharaon, le grand prêtre Imhotep est momifié vivant et enseveli dans une crypte secrète d'Hamunaptra, mais son cœur bat toujours et la Momie attend l'heure de sa libération. En 1923, l'aventurier O'Connell découvre les ruines d'Hamunaptra. La malédiction d'Imhotep va pouvoir se réaliser.",La tempête se lèvera. Le ciel se déchirera. Alors son pouvoir se déchaînera.,/9jQOMgGZoRJWjmHueHO492YbPId.jpg,https://image.tmdb.org/t/p/w500/9jQOMgGZoRJWjmHueHO492YbPId.jpg,https://www.youtube.com/watch?v=c58CBfdY6R8
253,tt0120623,1001 Pattes,80000000,http://movies.disney.com/a-bugs-life,9487,US,en,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.","8,5576",https://image.tmdb.org/t/p/w600_and_h900_face/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,"1998-11-25 00:00:00,000",363258859,An epic of miniature proportions.,7,9517,1998,95,"Adventure,Animation,Comedy","7,2",332304,,,10751, Family,16.0, Animation,12.0, Adventure,35.0, Comedy,,, /1TjvGVDMYsj6JBxOAkUHpPEwLf7.png, Pixar, US,iso_3166_1, US, United States of America,9487,LkqG8QMZGgQ,https://www.youtube.com/watch?v=LkqG8QMZGgQ,9487,"[{'id': 1721, 'name': 'fight'}, {'id': 291, 'name': 'circus'}, {'id': 1442, 'name': 'winter'}, {'id': 8790, 'name': 'ant-hill'}, {'id': 3126, 'name': 'ant'}, {'id': 3289, 'name': 'villain'}, {'id': 3338, 'name': 'invention'}, {'id': 4295, 'name': 'collector'}, {'id': 11477, 'name': 'anthropomorphism'}, {'id': 11539, 'name': 'grass'}, {'id': 10637, 'name': 'food'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 204846, 'name': 'flea'}, {'id': 208736, 'name': 'bugs'}, {'id': 239392, 'name': 'grasshopper'}, {'id': 239797, 'name': 'complex'}, {'id': 245065, 'name': 'circo'}, {'id': 329696, 'name': ""a bug's life""}, {'id': 361535, 'name': 'formiga'}, {'id': 361536, 'name': 'gafanhoto'}]","Le maladroit Tilt a détruit la récolte de la saison de sa fourmilière. Pareille bévue n'est pas faite pour plaire au cruel Le Borgne, venu racketter les fourmis avec sa bande de sauterelles. Contraint de s'en retourner bredouille, l'affreux insecte promet de revenir à l'automne collecter le double de sa ration habituelle. Pour se faire pardonner, Tilt propose de partir à la recherche de mercenaires pour lutter contre l'envahisseur…",Que le monde est petit !,/wtGgCxW4TylnDAXtIf3yuXixipC.jpg,https://image.tmdb.org/t/p/w500/wtGgCxW4TylnDAXtIf3yuXixipC.jpg,https://www.youtube.com/watch?v=DTx41c3suSs
254,tt0120630,Chicken Run,45000000,https://www.aardman.com/film-tv-games/chicken-run/,7443,US,en,Chicken Run,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.","6,0149",https://image.tmdb.org/t/p/w600_and_h900_face/oYbVT9e0k2ZSrRhDSCw2Yqshe1n.jpg,"2000-06-23 00:00:00,000",224834564,There's nothing more determined than poultry with a plan.,"6,8",5252,2000,84,"Adventure,Animation,Comedy","7,1",222135,718551.0, Chicken Run Collection,16, Animation,35.0, Comedy,10751.0, Family,,,,, /8ixoR3cvroUqNDLjaX6AZmJIdRY.png, Aardman, GB,iso_3166_1, FR, France,7443,JYsVyMRDX8E,https://www.youtube.com/watch?v=JYsVyMRDX8E,7443,"[{'id': 4932, 'name': 'farm'}, {'id': 5215, 'name': 'northern england'}, {'id': 10685, 'name': 'escape'}, {'id': 6089, 'name': 'freedom'}, {'id': 2479, 'name': 'chicken'}, {'id': 3289, 'name': 'villain'}, {'id': 9180, 'name': 'yorkshire'}, {'id': 10121, 'name': 'stop motion'}, {'id': 14601, 'name': 'explosion'}, {'id': 154846, 'name': 'farmer'}, {'id': 166726, 'name': 'female villain'}, {'id': 185522, 'name': 'pie machine'}, {'id': 197065, 'name': 'claymation'}, {'id': 230385, 'name': 'plasticine'}, {'id': 251579, 'name': 'royal air force'}, {'id': 251580, 'name': 'raf'}, {'id': 324713, 'name': 'whimsical'}]","À la ferme des Tweedy, les poules qui ne pondent pas pour le breakfast savent qu’elles risquent de finir au menu du dîner. Il leur faut prendre leurs pattes à leur cou au plus vite.",La nouvelle coq’luche !,/52ILcyaRoMegsAHlMSyHcw0B2XQ.jpg,https://image.tmdb.org/t/p/w500/52ILcyaRoMegsAHlMSyHcw0B2XQ.jpg,https://www.youtube.com/watch?v=2XevZIaYm6Y
255,tt0120655,Dogma,10000000,http://www.dogma-movie.com/,1832,US,en,Dogma,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loophole and reenter Heaven.,"7,5592",https://image.tmdb.org/t/p/w600_and_h900_face/xI5beD8Td79E2uZNAxgd1gWWOEd.jpg,"1999-10-04 00:00:00,000",33535478,Get touched by an angel.,"6,923",2690,1999,130,"Adventure,Comedy,Drama","7,3",237372,,,14, Fantasy,35.0, Comedy,12.0, Adventure,,,,, /avyTgdxs372vSnOAPt7isdnzIWQ.png, View Askew Productions, US,iso_3166_1, US, United States of America,1832,HSf8JaJJb8Q,https://www.youtube.com/watch?v=HSf8JaJJb8Q,1832,"[{'id': 290, 'name': 'angel'}, {'id': 2024, 'name': 'wisconsin'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 8201, 'name': 'satire'}, {'id': 4636, 'name': 'church service'}, {'id': 11001, 'name': 'religion'}, {'id': 14765, 'name': 'church'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]","Bethany est chargée par Metatron, la voix de Dieu, d’une mission : empêcher Loki et Bartleby, deux anges renégats, de pénétrer dans une église consacrée du New Jersey. Leur retour au Paradis détruirait toute existence. Pour la seconder, elle est accompagnée par deux incroyables prophètes, un prétendu treizième apôtre et une muse céleste.",Dieu et ses potes débarquent enfin sur Terre.,/bNrjfYFFOHgpRJs9K3Xrql8qD7D.jpg,https://image.tmdb.org/t/p/w500/bNrjfYFFOHgpRJs9K3Xrql8qD7D.jpg,https://www.youtube.com/watch?v=ycchEdwniy4
256,tt0120689,La Ligne verte,60000000,http://thegreenmile.warnerbros.com/,497,US,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","14,4132",https://image.tmdb.org/t/p/w600_and_h900_face/o0lO84GI7qrG6XFvtsPOSV7CTNa.jpg,"1999-12-10 00:00:00,000",286801374,Paul Edgecomb didn't believe in miracles. Until the day he met one.,"8,5",18556,1999,189,"Crime,Drama,Fantasy","8,6",1521110,,,14, Fantasy,18.0, Drama,80.0, Crime,,,,, /qv3ih9pR9w2XNKZDsqDqAGuZjqc.png, Castle Rock Entertainment, US,iso_3166_1, US, United States of America,497,waxUFd7Hi6s,https://www.youtube.com/watch?v=waxUFd7Hi6s,497,"[{'id': 791, 'name': 'mentally disabled'}, {'id': 2122, 'name': 'death penalty'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 531, 'name': 'southern usa'}, {'id': 6259, 'name': 'psychopath'}, {'id': 2501, 'name': 'death row'}, {'id': 2881, 'name': 'jail guard'}, {'id': 6152, 'name': 'supernatural'}, {'id': 5571, 'name': 'great depression'}, {'id': 9774, 'name': 'prison guard'}, {'id': 9890, 'name': 'jail'}, {'id': 11263, 'name': 'electric chair'}, {'id': 11523, 'name': 'capital punishment'}, {'id': 13006, 'name': 'torture'}, {'id': 156597, 'name': 'magic realism'}, {'id': 167696, 'name': 'healing'}, {'id': 214548, 'name': '1930s'}, {'id': 239910, 'name': 'abuse of power'}, {'id': 325786, 'name': 'compassionate'}, {'id': 325790, 'name': 'cruel'}]","Paul Edgecomb, pensionnaire centenaire d’une maison de retraite, est hanté par ses souvenirs. Gardien-chef du pénitencier de Cold Mountain en 1935, il était chargé de veiller au bon déroulement des exécutions des peines capitales, en s’efforçant d’adoucir les derniers moments des condamnés. Parmi eux, se trouvait un colosse du nom de John Coffey, accusé du viol et du meurtre de deux fillettes. Intrigué par cet homme candide et timide, aux dons magiques, Edgecomb va tisser avec lui des liens très forts.",Il ne croyait pas aux miracles. Jusqu’à l’arrivée de ce prisonnier.,/cRBUYC02CPsVa1GqBq6rfHn5a8g.jpg,https://image.tmdb.org/t/p/w500/cRBUYC02CPsVa1GqBq6rfHn5a8g.jpg,https://www.youtube.com/watch?v=8mazN6qDxPk
257,tt0120737,Le Seigneur des anneaux : La Communauté de l'anneau,93000000,http://www.lordoftherings.net/,120,US,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","24,2562",https://image.tmdb.org/t/p/w600_and_h900_face/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"2001-12-18 00:00:00,000",871368364,One ring to rule them all.,"8,4",26622,2001,178,"Adventure,Drama,Fantasy","8,9",2152980,119.0, The Lord of the Rings Collection,12, Adventure,14.0, Fantasy,28.0, Action,,,,, /2ycs64eqV5rqKYHyQK0GVoKGvfX.png, New Line Cinema, US,iso_3166_1, NZ, New Zealand,120,CbYmZOV3G-Q,https://www.youtube.com/watch?v=CbYmZOV3G-Q,120,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 603, 'name': 'elves'}, {'id': 604, 'name': 'dwarf'}, {'id': 2343, 'name': 'magic'}, {'id': 1523, 'name': 'obsession'}, {'id': 3930, 'name': 'bravery'}, {'id': 2407, 'name': 'fireworks'}, {'id': 1960, 'name': 'mine'}, {'id': 2158, 'name': 'maze'}, {'id': 1262, 'name': 'mountain'}, {'id': 3098, 'name': 'castle'}, {'id': 5732, 'name': 'birthday party'}, {'id': 11173, 'name': 'troll'}, {'id': 14643, 'name': 'battle'}, {'id': 15001, 'name': 'demon'}, {'id': 156783, 'name': 'blizzard'}, {'id': 164193, 'name': 'uncle nephew relationship'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 189092, 'name': 'journey'}, {'id': 189093, 'name': 'ring'}, {'id': 189115, 'name': 'invisibility'}, {'id': 209220, 'name': 'live action and animation'}, {'id': 209374, 'name': ""hero's journey""}, {'id': 232697, 'name': 'wraith'}, {'id': 234213, 'name': 'sword and sorcery'}, {'id': 249821, 'name': 'trekking'}, {'id': 269233, 'name': 'good versus evil'}]","Le jeune hobbit Frodon Sacquet hérite d'un anneau. Il s'agit de l'Anneau Unique, instrument de pouvoir absolu qui permettrait à Sauron, de régner sur la Terre du Milieu et de réduire en esclavage ses peuples… À moins que Frodon et ses fidèles compagnons ne parviennent à emporter l'Anneau jusqu'en Mordor, lieu où il a été forgé, et à le détruire pour toujours…",Le périple de Frodon commence…,/5OPg6M0yHr21Ovs1fni2H1xpKuF.jpg,https://image.tmdb.org/t/p/w500/5OPg6M0yHr21Ovs1fni2H1xpKuF.jpg,https://www.youtube.com/watch?v=uEMJ_yr4x0w
